image_id,bbox,category_id,width,height,file_name,category_name,crop_file_name
4,"[665, 448, 206, 174]",8,1280,720,nomagic_mulled_wine_3.png,nomagic_mulled_wine,cropped_0.png
4,"[475, 186, 236, 186]",8,1280,720,nomagic_mulled_wine_3.png,nomagic_mulled_wine,cropped_1.png
4,"[962, 76, 229, 217]",8,1280,720,nomagic_mulled_wine_3.png,nomagic_mulled_wine,cropped_2.png
4,"[778, 250, 163, 135]",8,1280,720,nomagic_mulled_wine_3.png,nomagic_mulled_wine,cropped_3.png
4,"[184, 377, 244, 194]",8,1280,720,nomagic_mulled_wine_3.png,nomagic_mulled_wine,cropped_4.png
4,"[960, 422, 238, 228]",8,1280,720,nomagic_mulled_wine_3.png,nomagic_mulled_wine,cropped_5.png
4,"[446, 437, 169, 155]",8,1280,720,nomagic_mulled_wine_3.png,nomagic_mulled_wine,cropped_6.png
4,"[188, 136, 245, 183]",8,1280,720,nomagic_mulled_wine_3.png,nomagic_mulled_wine,cropped_7.png
48,"[899, 94, 219, 187]",8,1280,720,nomagic_mulled_wine_2.png,nomagic_mulled_wine,cropped_8.png
48,"[394, 310, 198, 172]",8,1280,720,nomagic_mulled_wine_2.png,nomagic_mulled_wine,cropped_9.png
48,"[523, 147, 178, 149]",8,1280,720,nomagic_mulled_wine_2.png,nomagic_mulled_wine,cropped_10.png
48,"[103, 426, 217, 215]",8,1280,720,nomagic_mulled_wine_2.png,nomagic_mulled_wine,cropped_11.png
48,"[585, 426, 178, 150]",8,1280,720,nomagic_mulled_wine_2.png,nomagic_mulled_wine,cropped_12.png
59,"[756, 79, 238, 189]",8,1280,720,nomagic_mulled_wine_1.png,nomagic_mulled_wine,cropped_13.png
59,"[231, 340, 222, 189]",8,1280,720,nomagic_mulled_wine_1.png,nomagic_mulled_wine,cropped_14.png
59,"[850, 235, 244, 183]",8,1280,720,nomagic_mulled_wine_1.png,nomagic_mulled_wine,cropped_15.png
59,"[678, 342, 180, 149]",8,1280,720,nomagic_mulled_wine_1.png,nomagic_mulled_wine,cropped_16.png
59,"[415, 117, 226, 192]",8,1280,720,nomagic_mulled_wine_1.png,nomagic_mulled_wine,cropped_17.png
5,"[718, 152, 331, 187]",9,1280,720,nomagic_samsung_1.png,nomagic_samsung,cropped_18.png
5,"[215, 116, 146, 262]",9,1280,720,nomagic_samsung_1.png,nomagic_samsung,cropped_19.png
5,"[206, 409, 272, 236]",9,1280,720,nomagic_samsung_1.png,nomagic_samsung,cropped_20.png
5,"[811, 265, 306, 233]",9,1280,720,nomagic_samsung_1.png,nomagic_samsung,cropped_21.png
5,"[452, 119, 253, 244]",9,1280,720,nomagic_samsung_1.png,nomagic_samsung,cropped_22.png
5,"[825, 537, 323, 87]",9,1280,720,nomagic_samsung_1.png,nomagic_samsung,cropped_23.png
5,"[512, 435, 301, 88]",9,1280,720,nomagic_samsung_1.png,nomagic_samsung,cropped_24.png
14,"[186, 251, 247, 264]",9,1280,720,nomagic_samsung_3.png,nomagic_samsung,cropped_25.png
14,"[481, 435, 307, 207]",9,1280,720,nomagic_samsung_3.png,nomagic_samsung,cropped_26.png
14,"[834, 95, 329, 228]",9,1280,720,nomagic_samsung_3.png,nomagic_samsung,cropped_27.png
14,"[415, 100, 325, 257]",9,1280,720,nomagic_samsung_3.png,nomagic_samsung,cropped_28.png
14,"[852, 377, 313, 264]",9,1280,720,nomagic_samsung_3.png,nomagic_samsung,cropped_29.png
29,"[174, 112, 211, 261]",9,1280,720,nomagic_samsung_2.png,nomagic_samsung,cropped_30.png
29,"[114, 438, 297, 157]",9,1280,720,nomagic_samsung_2.png,nomagic_samsung,cropped_31.png
29,"[684, 378, 309, 250]",9,1280,720,nomagic_samsung_2.png,nomagic_samsung,cropped_32.png
29,"[388, 372, 240, 266]",9,1280,720,nomagic_samsung_2.png,nomagic_samsung,cropped_33.png
29,"[388, 111, 313, 240]",9,1280,720,nomagic_samsung_2.png,nomagic_samsung,cropped_34.png
29,"[679, 105, 323, 240]",9,1280,720,nomagic_samsung_2.png,nomagic_samsung,cropped_35.png
29,"[837, 245, 285, 272]",9,1280,720,nomagic_samsung_2.png,nomagic_samsung,cropped_36.png
66,"[246, 389, 313, 186]",9,1280,720,nomagic_samsung_4.png,nomagic_samsung,cropped_37.png
66,"[777, 169, 320, 154]",9,1280,720,nomagic_samsung_4.png,nomagic_samsung,cropped_38.png
66,"[494, 117, 116, 252]",9,1280,720,nomagic_samsung_4.png,nomagic_samsung,cropped_39.png
66,"[653, 372, 230, 265]",9,1280,720,nomagic_samsung_4.png,nomagic_samsung,cropped_40.png
6,"[127, 93, 424, 110]",1,1280,720,nomagic_brush_2.png,nomagic_brush,cropped_41.png
